,Item_Identifier,Item_Weight,Item_category,price_per_unit_wt,Outlet_Size_num,Outlet_Location_Type_num,Item_MRP_clusters,Item_Type_new,Outlet_Years,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,Outlet,Identifier,Item_Visibility_MeanRatio
7878,NCR50,20.2,NC,2.158154347909199,2,0,3rd,non_perishable,32,2,0.011741053284951139,9,154.634,OUT013,1987,1,4287.752,1,1475,0.18664889015170874
7879,NCC06,19.0,NC,2.0393977530507432,1,2,2nd,non_perishable,20,2,0.026669508949786133,9,127.0336,OUT049,1999,1,3962.8416,9,1284,0.42396828679322024
7880,FDC34,16.0,FD,2.3667165000219126,2,0,3rd,not_sure,32,3,0.15923657641599023,13,154.5972,OUT013,1987,1,1869.5664,1,257,2.531402382586668
7881,FDQ49,12.857645184136183,FD,2.6207395742841824,0,2,3rd,perishable,34,3,0.06645953730392581,2,155.563,OUT019,1985,0,469.389,4,811,1.0565149971402639
7882,FDS60,20.85,FD,2.2734649475261515,2,0,3rd,non_perishable,32,1,0.03190703424753492,0,181.666,OUT013,1987,1,1438.128,1,916,0.5072298358417455
7883,FDP10,19.0,FD,1.8970847211062267,2,0,2nd,not_sure,32,1,0.12043156520350719,13,107.6622,OUT013,1987,1,1270.3464,1,738,1.9145146043480636
7884,FDW46,13.0,FD,1.783370534146441,0,1,1st,not_sure,15,3,0.06792811216521302,13,64.3484,OUT035,2004,1,2218.4456,6,1104,1.0798611025799938
7885,FDG53,10.0,FD,2.7187791066751954,2,0,3rd,non_perishable,21,1,0.07395198698866856,5,141.618,OUT010,1998,0,139.81799999999998,0,425,1.175623341531069
7886,FDP57,17.5,FD,1.9377051513645895,0,1,2nd,not_sure,15,4,0.05110576775553079,13,103.999,OUT035,2004,1,1857.582,6,771,0.8124343362061917
7887,NCP43,12.857645184136183,NC,2.6207395742841824,0,2,3rd,not_sure,34,2,0.05203622904324255,11,181.766,OUT019,1985,0,179.766,4,1447,0.8272259875568527
7888,FDW49,19.5,FD,2.32640277635382,2,1,3rd,non_perishable,12,1,0.07975266222980767,3,180.2002,OUT017,2007,1,5193.9058,2,1107,1.267837350752612
7889,FDA28,16.1,FD,2.165221700368659,2,0,2nd,non_perishable,21,3,0.07697081238468576,5,124.2362,OUT010,1998,0,377.5086,0,166,1.223613960094278
7890,NCS42,8.6,NC,2.45155226194341,0,1,2nd,non_perishable,15,2,0.06710086770939798,9,91.2146,OUT035,2004,1,2554.0088,6,1486,1.0667103012153552
7891,FDP21,12.857645184136183,FD,2.6207395742841824,1,0,3rd,not_sure,34,3,0.025293593916131594,13,188.1872,OUT027,1985,3,6239.8776,5,746,0.4020952054144111
7892,DRJ39,20.25,DR,2.4741419215596743,0,2,4th,perishable,22,1,0.035681827909798146,4,220.1482,OUT046,1997,1,3066.6748,8,97,0.5672381698909738
7893,FDH12,9.6,FD,2.479929004061331,2,1,2nd,non_perishable,12,1,0.08198008666537526,0,105.02799999999999,OUT017,2007,1,2556.672,2,437,1.3032469761674255
7894,FDQ13,11.1,FD,2.1383774039510124,1,2,2nd,non_perishable,20,1,0.010601755263870175,3,83.0908,OUT049,1999,1,1593.9252,9,784,0.16853733695235837
7895,NCQ06,13.0,NC,3.024922822785873,1,0,4th,non_perishable,10,2,0.04113704792571869,9,254.7014,OUT018,2009,2,5100.028,3,1454,0.6539604372032283
7896,FDL40,12.857645184136183,FD,2.6207395742841824,1,0,2nd,non_perishable,34,1,0.01149064791591589,5,94.741,OUT027,1985,3,1641.1970000000001,5,605,0.18266816686529255
7897,NCE54,20.7,NC,1.5241157534982603,1,0,2nd,non_perishable,10,2,0.0,9,74.3354,OUT018,2009,2,1880.885,3,1312,0.0
7898,FDL58,5.78,FD,3.837093615353623,2,0,4th,not_sure,21,3,0.11699192191952708,13,262.3568,OUT010,1998,0,790.9704,0,616,1.859834194857414
7899,FDW38,5.325,FD,2.3941289059645228,1,0,1st,perishable,10,3,0.13036569032241221,4,53.0298,OUT018,2009,2,377.5086,3,1098,2.0724385472066156
7900,FDD17,7.5,FD,3.489170000214753,2,0,4th,non_perishable,32,1,0.03207970074598069,5,238.1906,OUT013,1987,1,3327.6684,1,288,0.5099747352574218
7901,FDK25,11.6,FD,2.7321673748204467,1,2,3rd,perishable,20,3,0.14589583760342523,2,166.6474,OUT049,1999,1,4211.185,9,556,2.3193231054778045
7902,FDR22,12.857645184136183,FD,2.6207395742841824,1,0,2nd,not_sure,34,3,0.018304165947848054,13,109.9544,OUT027,1985,3,5257.1568,5,837,0.2909834557771328
7903,FDU35,6.44,FD,2.8038308141842516,2,1,2nd,perishable,17,4,0.0,1,99.87,OUT045,2002,1,1498.05,7,995,0.0
7904,FDR35,12.5,FD,2.8283743609215994,2,1,3rd,perishable,17,1,0.020527558587631715,1,198.9742,OUT045,2002,1,995.3710000000001,7,848,0.32632898726526666
7905,NCZ18,7.825,NC,3.5087081716815702,1,0,4th,non_perishable,10,2,0.17128236770809643,9,253.5698,OUT018,2009,2,3805.047,3,1552,2.722895728294629
7906,FDF22,6.865,FD,3.4634882950625885,2,0,4th,not_sure,21,1,0.0908666035446311,13,212.3218,OUT010,1998,0,427.4436,0,370,1.4445169689502264
7907,FDD17,7.5,FD,3.4916091190163048,2,1,4th,non_perishable,17,1,0.03217006952526107,5,238.7906,OUT045,2002,1,4040.7402,7,288,0.511411338256121
7908,DRD37,9.8,DR,1.725059884515055,0,2,1st,non_perishable,22,1,0.013746815078296717,14,45.206,OUT046,1997,1,1211.756,8,23,0.21853471875249522
7909,FDC08,19.0,FD,2.554661803763233,0,2,4th,perishable,22,3,0.09844162896829163,6,225.472,OUT046,1997,1,3169.208,8,240,1.56493802947036
7910,FDU57,8.27,FD,2.9571548359213873,0,2,3rd,not_sure,22,5,0.08576860890651303,13,150.8708,OUT046,1997,1,2407.5328,8,1013,1.3634735550323531
7911,FDZ58,17.85,FD,2.0571873403015886,1,2,2nd,not_sure,20,1,0.050938314289570095,13,121.8072,OUT049,1999,1,2450.144,9,1261,0.8097723089744713
7912,FDY01,11.8,FD,2.3861423475234558,0,1,2nd,non_perishable,15,3,0.15721850608954954,3,116.4834,OUT035,2004,1,1958.1178,6,1167,2.499320883803161
7913,FDG09,20.6,FD,2.311071313052061,1,0,3rd,perishable,10,3,0.04700910855490331,6,187.1556,OUT018,2009,2,4693.89,3,398,0.747309268244277
7914,NCE54,20.7,NC,1.5198979129766221,0,2,2nd,non_perishable,22,2,0.026544414994232164,9,73.9354,OUT046,1997,1,677.1186,8,1312,0.4219796536269981
7915,FDB34,15.25,FD,1.9030349161548834,2,1,2nd,not_sure,17,1,0.026314494677051572,13,87.0198,OUT045,2002,1,2442.1544,7,214,0.4183245835933674
7916,FDT24,12.35,FD,1.970281644765694,0,2,2nd,non_perishable,22,3,0.0,0,76.2328,OUT046,1997,1,1544.656,8,936,0.0
7917,FDZ08,12.5,FD,2.034017306410669,2,0,2nd,perishable,32,3,0.10427068070339364,6,83.0592,OUT013,1987,1,743.0328,1,1221,1.6576031431180587
7918,NCI54,15.2,NC,2.100526885674765,1,2,2nd,non_perishable,20,2,0.03309746388372348,9,108.9912,OUT049,1999,1,1965.4416,9,1350,0.5261542342756652
7919,FDU34,18.25,FD,2.0435630726175322,1,2,2nd,not_sure,20,1,0.07261070044452043,13,122.6046,OUT049,1999,1,2988.1104,9,994,1.1543007532789955
7920,FDP23,6.71,FD,3.5152824694911535,2,0,4th,perishable,32,1,0.0,1,218.9166,OUT013,1987,1,2394.8826,1,748,0.0
7921,NCV29,12.857645184136183,NC,2.6207395742841824,0,2,3rd,non_perishable,34,2,0.039216887184423926,8,176.7686,OUT019,1985,0,888.8430000000001,4,1513,0.6234354184866437
7922,FDG10,12.857645184136183,FD,2.6207395742841824,1,0,1st,not_sure,34,3,0.010827494547437533,13,57.2588,OUT027,1985,3,801.6232,5,399,0.17212594060817293
7923,FDZ56,12.857645184136183,FD,2.6207395742841824,0,2,3rd,perishable,34,1,0.04407633819487747,6,167.5474,OUT019,1985,0,1010.6844,4,1259,0.700686676600794
7924,NCL41,12.35,NC,1.3714396346916768,0,1,1st,non_perishable,15,2,0.04088253828744436,8,36.3216,OUT035,2004,1,276.9728,6,1384,0.6499144678711835
7925,FDM39,6.42,FD,3.361587226123207,2,0,3rd,perishable,32,4,0.05204786637648763,4,178.7002,OUT013,1987,1,4477.505,1,641,0.8274109875974627
7926,NCZ54,14.65,NC,2.4860732045931626,1,2,3rd,non_perishable,20,2,0.08018638227492343,9,161.3552,OUT049,1999,1,7148.0288,9,1558,1.2747322487734876
7927,FDT59,13.65,FD,2.8798024646665303,1,2,4th,perishable,20,1,0.0,1,229.4668,OUT049,1999,1,4837.7028,9,965,0.0
7928,FDV20,20.2,FD,1.9953588152977746,1,0,2nd,perishable,10,3,0.05831136759991787,6,128.3678,OUT018,2009,2,1398.8458,3,1032,0.9269825953096569
7929,NCE43,12.5,NC,2.6932467689805084,2,1,3rd,non_perishable,12,2,0.09896474827200837,9,172.2448,OUT017,2007,1,1874.8928,2,1311,1.57325411790689
7930,FDP15,12.857645184136183,FD,2.6207395742841824,1,0,4th,perishable,34,1,0.08022983262610879,10,255.433,OUT027,1985,3,9227.988000000001,5,742,1.275422984061764
7931,FDO16,5.48,FD,2.772873809335819,1,0,2nd,non_perishable,10,1,0.01505582905415431,5,82.225,OUT018,2009,2,2247.075,3,701,0.2393442662315153
7932,NCP41,12.857645184136183,NC,2.6207395742841824,0,2,2nd,non_perishable,34,2,0.027987522797236885,8,109.4596,OUT019,1985,0,647.1576,4,1445,0.44492090627809894
7933,DRD01,12.1,DR,1.7316028852477423,2,1,1st,non_perishable,17,3,0.05949419583155041,14,56.2614,OUT045,2002,1,552.614,7,16,0.9457861533309201
7934,FDM56,16.7,FD,2.010431561406667,2,1,2nd,perishable,12,1,0.06820861030119393,6,107.9912,OUT017,2007,1,1419.4856,2,649,1.0843202140838626
7935,FDS22,16.85,FD,1.3154897604214764,2,1,1st,not_sure,17,3,0.022936297513047276,13,45.9428,OUT045,2002,1,307.5996,7,885,0.36462099022127786
7936,FDX20,7.365,FD,3.460447845160642,1,2,4th,perishable,20,0,0.04174293544395285,6,227.072,OUT049,1999,1,4074.696,9,1132,0.6635923015760888
7937,FDE34,9.195,FD,3.0432963828181503,2,1,3rd,not_sure,12,1,0.1030092620261758,13,183.6634,OUT017,2007,1,2362.9242,2,338,1.6375502236392654
7938,FDV50,14.3,FD,2.2573316741540643,0,2,2nd,perishable,22,1,0.11562177648409157,4,122.37299999999999,OUT046,1997,1,985.3839999999999,8,1058,1.83805283345279
7939,NCU17,5.32,NC,2.9974920025178573,2,1,2nd,non_perishable,12,2,0.08930005970615133,8,101.2674,OUT017,2007,1,2241.0828,2,1501,1.4196134392812985
7940,NCP53,12.857645184136183,NC,2.6207395742841824,1,0,4th,non_perishable,34,2,0.03220682129771971,8,235.6906,OUT027,1985,3,5704.5744,5,1449,0.5119955854589937
7941,FDW09,13.65,FD,1.9282799797287922,2,0,2nd,not_sure,21,3,0.04247131939590522,13,80.2302,OUT010,1998,0,79.2302,0,1073,0.6751715060083249
7942,FDW55,12.6,FD,3.031624804876629,0,2,4th,perishable,22,3,0.02173203537898838,6,248.6092,OUT046,1997,1,3237.1196,8,1111,0.34547669495929134
7943,NCE31,12.857645184136183,NC,2.6207395742841824,1,0,1st,non_perishable,34,2,0.1688550093320898,9,33.6216,OUT027,1985,3,934.7832,5,1309,2.6843077297661835
7944,FDO49,10.6,FD,1.7384913695254542,0,2,1st,perishable,22,5,0.0325176903144274,2,49.7008,OUT046,1997,1,961.4152,8,724,0.516937506387452
7945,FDH34,12.857645184136183,FD,2.6207395742841824,0,2,3rd,not_sure,34,1,0.05301338807782075,13,184.6582,OUT019,1985,0,185.7582,4,452,0.8427599984227693
7946,FDJ38,8.6,FD,3.132217873788369,2,0,3rd,non_perishable,32,3,0.03938615812035412,3,188.553,OUT013,1987,1,3795.06,1,528,0.6261263382499334
7947,FDG32,19.85,FD,2.508665812985869,0,2,4th,perishable,22,0,0.16211504504742955,6,224.0772,OUT046,1997,1,1556.6404,8,412,2.5771617333327614
7948,DRQ35,9.3,DR,2.6740655907306805,2,1,2nd,non_perishable,12,1,0.041651092003929364,7,125.5388,OUT017,2007,1,2848.2924,2,141,0.6621322557239786
7949,FDK25,12.857645184136183,FD,2.6207395742841824,0,2,3rd,perishable,34,3,0.24262634943127406,2,167.8474,OUT019,1985,0,336.8948,4,556,3.857059306676712
7950,FDD58,7.76,FD,2.6278571384833236,1,0,2nd,not_sure,10,1,0.057885831929470034,13,99.67,OUT018,2009,2,1897.53,3,316,0.9202178052451356
7951,FDB15,10.895,FD,3.2326467461260022,0,1,4th,perishable,15,1,0.12820399106197333,4,265.2568,OUT035,2004,1,4218.5088,6,201,2.0380737625479988
7952,DRF60,10.8,DR,3.137731646601062,1,0,4th,non_perishable,10,1,0.0,14,238.1564,OUT018,2009,2,5243.8408,3,49,0.0
7953,FDH04,12.857645184136183,FD,2.6207395742841824,0,2,2nd,non_perishable,34,3,0.01971694323324848,5,91.0488,OUT019,1985,0,271.6464,4,432,0.31344254066089844
7954,FDM04,9.195,FD,1.9094675821333849,1,2,1st,non_perishable,20,3,0.04611408189130179,5,52.8666,OUT049,1999,1,1384.1982,9,620,0.733080925235943
7955,FDO58,19.6,FD,2.2483476191363825,1,2,3rd,not_sure,20,1,0.03887325375779474,13,166.0526,OUT049,1999,1,3124.5994,9,730,0.6179726379214984
7956,FDQ24,15.7,FD,2.8413197760159763,2,1,4th,non_perishable,12,1,0.07146763553075389,0,253.3724,OUT017,2007,1,6795.1548,2,793,1.1361293173483413
7957,DRP35,18.85,DR,2.0490342894206726,2,1,2nd,non_perishable,17,1,0.08714198254368635,7,127.4336,OUT045,2002,1,894.8352,7,139,1.385306235535607
7958,DRI47,14.7,DR,2.382394178403574,2,0,3rd,non_perishable,32,1,0.020687304481344836,7,144.5128,OUT013,1987,1,3307.6944,1,85,0.3288684863241853
7959,FDF35,15.0,FD,2.108950180850937,2,0,2nd,not_sure,32,1,0.1431138670892011,15,108.5938,OUT013,1987,1,1393.5194,1,378,2.275097796528713
7960,FDP31,21.1,FD,1.4064314738690717,0,2,1st,perishable,22,3,0.14971654097643045,6,65.0168,OUT046,1997,1,639.168,8,754,2.3800612715403293
7961,FDQ52,17.0,FD,2.7478114920988577,1,0,4th,non_perishable,10,1,0.1132137742406937,5,248.3434,OUT018,2009,2,6208.585,3,813,1.7997725416165276
7962,FDM12,16.7,FD,2.5091678368707324,0,1,3rd,non_perishable,15,3,0.06756871265400932,0,188.6214,OUT035,2004,1,565.2642,6,624,1.0741476867339712
7963,NCS42,8.6,NC,2.4644923238144187,0,2,2nd,non_perishable,22,2,0.06711314176815794,9,92.5146,OUT046,1997,1,2006.7212,8,1486,1.0669054233555586
7964,FDO31,6.76,FD,2.5439753570748316,2,1,2nd,perishable,12,3,0.028729934553766403,6,79.296,OUT017,2007,1,1118.5439999999999,2,711,0.45672311235184404
7965,FDU19,8.77,FD,3.036575430906184,0,2,3rd,perishable,22,3,0.04571064349979801,6,173.9422,OUT046,1997,1,3103.9596,8,981,0.7266674181858314
7966,NCE19,12.857645184136183,NC,2.6207395742841824,1,0,1st,non_perishable,34,2,0.0885274041561676,9,53.4956,OUT027,1985,3,2129.2284,5,1307,1.4073304441041223
7967,FDR16,5.845,FD,3.623790111213513,0,1,4th,non_perishable,15,3,0.09984365533029656,5,213.2218,OUT035,2004,1,7266.5412,6,833,1.5872262056740292
7968,FDF56,16.7,FD,2.4763753515517988,2,1,3rd,perishable,17,3,0.11306480942339567,6,181.9976,OUT045,2002,1,5432.928000000001,7,390,1.7974044305837664
7969,DRJ59,11.65,DR,1.4660015882937165,2,0,1st,non_perishable,21,1,0.03191057833630249,7,38.8164,OUT010,1998,0,77.2328,0,101,0.5072861766332412
7970,FDH16,12.857645184136183,FD,2.6207395742841824,1,0,2nd,non_perishable,34,1,0.050979046816954296,5,88.28299999999999,OUT027,1985,3,2157.192,5,439,0.8104198387015598
7971,FDI28,14.3,FD,1.8683556851254561,1,2,2nd,non_perishable,20,1,0.02602111900310327,5,78.3302,OUT049,1999,1,1267.6832,9,487,0.4136607563701194
7972,FDC58,12.857645184136183,FD,2.6207395742841824,1,0,1st,not_sure,34,1,0.0,13,45.7428,OUT027,1985,3,615.1992,5,275,0.0
7973,FDU13,8.355,FD,2.9295362054964813,0,2,3rd,non_perishable,22,1,0.17189962749738621,3,148.0418,OUT046,1997,1,1471.418,8,977,2.7327083789836335
7974,FDX58,13.15,FD,2.7029421200071755,0,2,3rd,not_sure,22,1,0.04283310368386405,13,183.095,OUT046,1997,1,1830.95,8,1164,0.6809228329278947
7975,FDU16,19.25,FD,1.6658997489440481,2,1,2nd,non_perishable,17,3,0.0,5,82.5908,OUT045,2002,1,922.7988,7,980,0.0
7976,FDX35,5.035,FD,3.835648437764455,2,1,4th,perishable,17,3,0.07702826387662934,1,228.2036,OUT045,2002,1,2504.7396,7,1145,1.2245272731462318
7977,FDL21,15.85,FD,1.2780906908063558,0,2,1st,not_sure,22,3,0.00712100038673777,13,41.048,OUT046,1997,1,798.96,8,592,0.11320337168200023
7978,DRM37,15.35,DR,2.628893239295479,2,0,3rd,non_perishable,32,1,0.09195692118429968,14,197.3768,OUT013,1987,1,3350.3056,1,125,1.461849875327358
7979,FDR35,12.5,FD,2.820303069830786,1,2,3rd,perishable,20,1,0.020517961579672218,1,197.2742,OUT049,1999,1,3782.4098,9,848,0.32617642251311507
7980,FDW32,18.35,FD,1.753226330721976,2,0,2nd,perishable,21,3,0.14655064688744698,6,87.5882,OUT010,1998,0,171.7764,0,1092,2.3297326848534765
7981,FDY34,12.857645184136183,FD,2.6207395742841824,1,0,3rd,not_sure,34,3,0.010869391555783377,13,167.0842,OUT027,1985,3,6465.5838,5,1193,0.17279198222459688
7982,FDQ44,20.5,FD,1.9260316443160532,2,0,2nd,perishable,32,1,0.03547353006996729,6,120.1756,OUT013,1987,1,2059.9852,1,806,0.5639268348955642
7983,DRD24,13.85,DR,2.427740166261638,1,2,3rd,non_perishable,20,1,0.030376878205746465,14,143.1154,OUT049,1999,1,2552.6772,9,20,0.48290476721056824
7984,DRE12,4.59,DR,3.227777265700376,2,1,2nd,non_perishable,17,1,0.0,14,111.186,OUT045,2002,1,1245.046,7,28,0.0
7985,NCX29,10.0,NC,2.754362376958094,2,0,3rd,non_perishable,32,2,0.08533177708441832,8,147.1102,OUT013,1987,1,2916.204,1,1533,1.3565291887307855
7986,FDS07,12.35,FD,2.322640129489738,1,0,2nd,perishable,10,1,0.09545944502735346,6,113.6518,OUT018,2009,2,1593.9252,3,872,1.5175299043818047
7987,FDI27,12.857645184136183,FD,2.6207395742841824,1,0,1st,perishable,34,3,0.044747358269424685,4,43.8744,OUT027,1985,3,1222.4088,5,486,0.7113539607995878
7988,FDL02,20.0,FD,1.8520875765001616,2,0,2nd,non_perishable,32,3,0.09893701306798841,3,107.4622,OUT013,1987,1,1587.933,1,580,1.5728132081415718
7989,FDN58,13.8,FD,2.882686910426309,1,0,4th,not_sure,10,3,0.055533156157233206,13,232.6984,OUT018,2009,2,1390.1904,3,689,0.882817044758199
7990,DRK12,9.5,DR,1.5073468999222939,2,1,1st,non_perishable,17,1,0.04111436521577775,14,33.39,OUT045,2002,1,732.38,7,104,0.6535998475241459
7991,FDC60,5.425,FD,2.849895325782159,0,2,2nd,non_perishable,22,3,0.10838111176062717,0,88.3514,OUT046,1997,1,2833.6448,8,277,1.7229471438868063
7992,FDV45,16.75,FD,2.5031745911299326,1,2,3rd,not_sure,20,1,0.044129296323311945,13,187.9556,OUT049,1999,1,2440.8228,9,1053,0.7015285581302371
7993,FDB23,19.2,FD,2.538176678384618,2,1,4th,not_sure,17,3,0.0,15,223.8062,OUT045,2002,1,5642.655,7,207,0.0
7994,NCA29,10.5,NC,2.851590228710765,0,2,3rd,non_perishable,22,2,0.026911037869250642,9,171.3106,OUT046,1997,1,3593.3226,8,1268,0.42780790012802844
7995,FDO20,12.85,FD,3.0259640388332696,1,0,4th,perishable,10,3,0.14214822597784696,6,252.0382,OUT018,2009,2,4037.4112,3,703,2.259746887428409
7996,NCH55,12.857645184136183,NC,2.6207395742841824,0,2,2nd,non_perishable,34,2,0.058935430288341736,9,127.50200000000001,OUT019,1985,0,379.506,4,1341,0.9369033924777187
7997,FDO32,6.36,FD,2.1024837672061607,2,1,1st,perishable,17,1,0.11403207804688927,6,45.706,OUT045,2002,1,838.908,7,712,1.8127812124339138
7998,FDS59,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,3,0.07404174617511584,1,111.85700000000001,OUT019,1985,0,109.85700000000001,4,915,1.177050253761574
7999,FDR59,14.5,FD,2.952606621904875,2,0,4th,perishable,32,3,0.061857184252113916,1,263.2594,OUT013,1987,1,2878.2534,1,866,0.9833508551881908
8000,FDS55,7.02,FD,3.1080773148836793,2,1,3rd,perishable,17,1,0.07819063765017784,6,150.0734,OUT045,2002,1,4454.202,7,911,1.2430056642674405
8001,FDT21,7.42,FD,3.5352365070038245,0,1,4th,not_sure,15,1,0.02018293634207505,13,247.1092,OUT035,2004,1,4233.1564,6,933,0.3208504873305814
8002,NCR38,17.25,NC,2.7536511120127853,0,2,4th,non_perishable,22,2,0.10752479132272479,9,253.5724,OUT046,1997,1,5033.448,8,1472,1.7093341182519115
8003,FDJ22,18.75,FD,2.4130544562378673,2,1,3rd,not_sure,17,1,0.05156473529413413,13,190.6504,OUT045,2002,1,1342.2528,7,520,0.8197305965686053
8004,FDB57,20.25,FD,2.4759248703136087,2,1,4th,perishable,12,5,0.018734875098696594,6,220.5772,OUT017,2007,1,2446.1492,2,232,0.29783048926152256
8005,FDR52,12.65,FD,2.78552153021086,2,0,3rd,non_perishable,32,3,0.07323308798272195,5,192.3846,OUT013,1987,1,1910.846,1,861,1.1641949203890676
8006,NCO41,12.5,NC,2.1678040055404066,0,2,2nd,non_perishable,22,2,0.01867342331860883,8,96.7384,OUT046,1997,1,2167.8448,8,1431,0.2968535831635041
8007,FDG47,12.8,FD,3.064504495699667,2,0,4th,not_sure,21,1,0.110223571211855,15,261.4252,OUT010,1998,0,262.3252,0,422,1.7522369361545902
8008,FDB44,6.655,FD,3.4942218649411423,2,1,4th,perishable,12,1,0.0,6,212.4586,OUT017,2007,1,2743.7618,2,222,0.0
8009,FDY14,10.3,FD,3.2785088872908967,0,2,4th,perishable,22,1,0.06769621318881283,4,263.0226,OUT046,1997,1,4229.1616,8,1178,1.0761745775705307
8010,NCN55,14.6,NC,2.855736982037231,2,1,4th,not_sure,12,2,0.05810569386185647,11,239.2538,OUT017,2007,1,3605.3070000000002,2,1420,0.9237129759653926
8011,FDV48,9.195,FD,2.243325634622002,1,0,2nd,non_perishable,10,3,0.05052876906252741,0,77.4644,OUT018,2009,2,1414.1592,3,1056,0.8032617208492624
8012,FDA21,13.65,FD,2.679275813959406,0,1,3rd,not_sure,15,1,0.03532265443066385,13,185.2924,OUT035,2004,1,3146.5708,6,160,0.5615283473030572
8013,FDZ27,7.935,FD,2.00913130271023,1,2,1st,perishable,20,1,0.01703697797995776,4,51.235,OUT049,1999,1,848.895,9,1236,0.270838821213258
8014,FDW58,20.75,FD,1.7950648438271395,2,0,2nd,not_sure,32,1,0.00751847331283932,13,104.1622,OUT013,1987,1,1693.7952,1,1114,0.11952204503452604
8015,FDH45,15.1,FD,1.324482362465071,1,2,1st,perishable,20,3,0.1005971943340621,6,41.6796,OUT049,1999,1,784.3124,9,458,1.5992053028917492
8016,FDH38,12.857645184136183,FD,2.6207395742841824,0,2,2nd,non_perishable,34,1,0.0181109953325049,3,115.2808,OUT019,1985,0,117.1808,4,454,0.2879126000294687
8017,FDL43,10.1,FD,2.147227414409705,0,2,2nd,perishable,22,1,0.02670461739443768,10,76.367,OUT046,1997,1,765.67,8,606,0.4245264098227412
8018,FDD38,12.857645184136183,FD,2.6207395742841824,1,0,2nd,non_perishable,34,3,0.0,3,100.3674,OUT027,1985,3,1833.6132,5,301,0.0
8019,FDV02,16.75,FD,2.427365019421988,1,2,3rd,perishable,20,1,0.05887227323244533,4,173.0106,OUT049,1999,1,3593.3226,9,1018,0.9358993774117601
8020,NCF31,9.13,NC,2.8756132695877143,0,2,3rd,non_perishable,22,2,0.05054807052721448,9,152.8024,OUT046,1997,1,1214.4192,8,1319,0.8035685584791336
8021,NCN05,8.235,NC,3.140891309341122,1,0,3rd,non_perishable,10,2,0.014414189628190313,8,182.195,OUT018,2009,2,2380.235,3,1405,0.2291440496217107
8022,FDZ16,16.85,FD,2.5274970500830545,2,0,3rd,non_perishable,32,3,0.14818102484062337,5,194.1478,OUT013,1987,1,5812.434,1,1228,2.3556509928708866
8023,NCT18,12.857645184136183,NC,2.6207395742841824,1,0,3rd,non_perishable,34,2,0.0574359953106473,9,181.5976,OUT027,1985,3,4165.2448,5,1492,0.9130667001768641
8024,NCP50,17.35,NC,1.7191763812868073,0,1,2nd,not_sure,15,2,0.02034753566938747,11,79.4618,OUT035,2004,1,1772.3596,6,1448,0.32346714198812887
8025,FDW13,12.857645184136183,FD,2.6207395742841824,0,2,1st,non_perishable,34,1,0.15818553398708102,3,50.5324,OUT019,1985,0,207.7296,4,1077,2.51469383880468
8026,NCS53,14.5,NC,2.487549132365093,2,1,3rd,non_perishable,12,2,0.08644005539985983,8,159.9604,OUT017,2007,1,2218.4456,2,1487,1.3741476180604182
8027,DRG03,14.5,DR,2.4474303453033195,0,2,3rd,perishable,22,1,0.06014128055527663,4,153.0998,OUT046,1997,1,4921.5936,8,51,0.9560729344728154
8028,DRE60,9.395,DR,3.229008456430581,2,1,4th,non_perishable,12,1,0.14862319395678164,14,227.872,OUT017,2007,1,1584.604,2,36,2.3626802067571813
8029,FDK21,7.905,FD,3.4786416694129585,2,1,4th,not_sure,17,1,0.00998263132160128,13,248.3408,OUT045,2002,1,751.0224,7,553,0.15869505160654918
8030,FDF52,12.857645184136183,FD,2.6207395742841824,0,2,3rd,non_perishable,34,1,0.1105828869076367,5,183.3292,OUT019,1985,0,364.8584,4,388,1.7579490195770973
8031,NCN43,12.857645184136183,NC,2.6207395742841824,0,2,2nd,not_sure,34,2,0.01176594499418221,11,121.37299999999999,OUT019,1985,0,246.34599999999998,4,1417,0.18704459654952513
8032,FDW13,8.5,FD,1.9713387072090978,0,2,1st,non_perishable,22,1,0.09338534486119254,3,52.5324,OUT046,1997,1,1194.4452,8,1077,1.484557692717149
8033,FDW14,8.3,FD,2.448298905398677,0,1,2nd,perishable,15,3,0.037492596781488294,4,87.7198,OUT035,2004,1,1831.6158,6,1078,0.5960241733286231
8034,FDG24,7.975,FD,2.4508969958474713,0,2,2nd,non_perishable,22,1,0.014525146447969433,0,84.525,OUT046,1997,1,416.125,8,407,0.23090794309565316
8035,FDR19,13.5,FD,2.4656495773534046,2,1,3rd,perishable,17,3,0.14845844317262522,6,145.4102,OUT045,2002,1,3499.4448,7,834,2.3600611443725623
8036,NCG06,12.857645184136183,NC,2.6207395742841824,1,0,4th,non_perishable,34,2,0.028881650696080244,9,256.1646,OUT027,1985,3,5926.2858,5,1324,0.4591349615185004
8037,FDK10,5.785,FD,3.47664741699803,0,1,3rd,not_sure,15,3,0.03955837633096124,13,181.36599999999999,OUT035,2004,1,1977.4260000000002,6,548,0.6288641111816797
8038,DRK12,9.5,DR,1.476567955148325,2,1,1st,non_perishable,12,0,0.04126021176904959,14,32.09,OUT017,2007,1,432.77,2,104,0.6559183871508703
